Colors,Description,Flowers,Image,Misc items,Name,Type,Used
,Only peony’s no greenery ,,s3.amazonaws.com/appforest_uf/f1678109986145x845813150415684500/3221B5A7-2D3C-4180-81C4-A1BD5226DA56.jpeg,,Bridal Bouquet,Bridal Bouquet,0.0
"White , White , Ivory","Blush cosmos, white dahlia, Peach garden roses,  peach sweet peas, forget me not, spirea, snap dragon pink, ranunculus ",,s3.amazonaws.com/appforest_uf/f1678389432935x290417300873266900/image.jpg,,Blush And Fluffy ,Bridal Bouquet,5.0
"Ivory , Champagne , Cream , Cream","Spirea, peach snaps, blush roses, blush ranunculus, peach ranunculus, sweet peas, blue delphiniums, anemones",,s3.amazonaws.com/appforest_uf/f1678394236602x535775425923362240/image.jpg,,Freestanding Arch,Arch,3.0
"Ivory , Peach , Cream , Blush",Cake florals with inside flowers arrangemnt inside the Acrylic Column 32 inches tall ,,s3.amazonaws.com/appforest_uf/f1678395357125x814884577345496000/image.jpg,,Cake Flowers Stands With Florals ,Wedding cake,0.0
"White , Light Dusty blue , Dark green","Blue hydrangeas with white roses, white spray roses. wreath with frosted white pillar candle holders ",,s3.amazonaws.com/appforest_uf/f1678843504506x454463413656854400/image.jpg,,Blue And White Flowers Wreath ,Short Arrangement,1.0
"White , White",White peonies classic Bridal bouquet ,,s3.amazonaws.com/appforest_uf/f1678847029650x473700168967104100/image.jpg,,Peonies Bridal Bouquet ,Bridal Bouquet,1.0
,Flower Babies breath circle ,,s3.amazonaws.com/appforest_uf/f1678848203049x153491674731963680/Screen%20Shot%202023-03-14%20at%207.41.03%20PM.png,,Flower Girl Circle ,Kids Arrangement,1.0
White,Babies Breath Garland for welcome sign ,,s3.amazonaws.com/appforest_uf/f1678848357081x485745897185385200/image.jpg,,Babies Breath Welcome Sign ,Welcome sign,12.0
"White , White",Babies Breath Bar Garland ,,s3.amazonaws.com/appforest_uf/f1678851487973x594929195232678500/image.jpg,,Bar Garland ,Elevated,1.0
"Ivory , White , Dusty Blue ","Garden roses, dusty miller, ranunculus, peonies, Seeded eucalyptus, eucalyptus touch ",,s3.amazonaws.com/appforest_uf/f1678853931216x881149916319623500/image.jpg,,Garden Roses Bouquet ,Bridal Bouquet,4.0
White,"White hydrangeas, blue hydrangeas, greenery touches, small nos gays ",,s3.amazonaws.com/appforest_uf/f1678857437242x103507669935209550/image.jpg,,White And Blue ,Bridesmaids Bouquet,15.0
Ivory,Rose in memory ,,s3.amazonaws.com/appforest_uf/f1678858549105x335447224843622000/image.jpg,,Yellow Rose With Greenery Touch ,Aisle,0.0
,,,s3.amazonaws.com/appforest_uf/f1678858760496x881532580172383600/image.jpg,,,,0.0
Light Dusty blue,Baby blue tappedred candle with glass cylinder on top ,,s3.amazonaws.com/appforest_uf/f1678858797600x872038620646620800/image.jpg,,Baby Blue Tapered Candle ,Short Arrangement,0.0
"Ivory , Cream , beige , Cream",Half circle arch with florals and greenery ,,s3.amazonaws.com/appforest_uf/f1678859737689x519919908869503040/image.jpg,,Moon Arch ,Arch,0.0
"White , Pale apricot , Mustard Yellow , Natural Green",Boho Half moon Arch with details florals and greenery ,,s3.amazonaws.com/appforest_uf/f1678859919571x263716004756809020/image.jpg,,Boho Half Moon Arch ,Arch,0.0
"White , White",White cloud short centerpiece with cream and white florals ,,s3.amazonaws.com/appforest_uf/f1678860256390x342264577437603200/image.jpg,,White Cloud Short Centerpiece ,Short Arrangement,2.0
"Ivory , Ivory , Light Beige , cappucino , dusty pink  , Light Terracotta",Terracota bouquet with white details and pampas grass ,,s3.amazonaws.com/appforest_uf/f1678860339487x642912270778924900/image.jpg,,Rust Flowers With Accent Details ,Bridal Bouquet,5.0
"White , White , Ivory , Ivory , Cream , Peach , Blush , Blush pink , Sage , Pale green","    Candles with cylinders clusters of candles. 
    60 pillar candles to scatter around the venue,  greenery ",,s3.amazonaws.com/appforest_uf/f1678933868435x455648366435092540/image.jpg,,Staircase Of Pillar Candles ,Short Arrangement,1.0
"White , White , Ivory , Ivory , Champagne",Babies Breath Around the cake ,,s3.amazonaws.com/appforest_uf/f1678934134074x517746467796722940/image.jpg,,Babies Breath Wreath ,Wedding cake,1.0
Peach,Lighter golden candle holders,,s3.amazonaws.com/appforest_uf/f1678935400343x562626719907970900/image.jpg,,Golden Mercury Votive Candles ,Short Arrangement,0.0
"Ivory , Ivory , dusty pink  , Blush , Light Beige , cappucino , Light Terracotta","Bud-vases with ribbed glass containers with florals terracota colors, light peach, rust, cream, pale pink, pale purple ",,s3.amazonaws.com/appforest_uf/f1679025758847x371891123329555200/image.jpg,,Budvase215 With Ribbed Glass With Flowers ,Short Arrangement,0.0
"Ivory , Ivory , Champagne , beige , Cream , Peach , Pale apricot , Terracota","Earthy tones of teracota rust, cream and greenery combined together in a beautiful composition. ",,s3.amazonaws.com/appforest_uf/f1679025928568x614086569749308900/image.jpg,,Broken Arch With Flowers And Greenery ,Arch,2.0
"Ivory , Ivory , Champagne , Cream , beige , Peach , Blush , Light Beige , cappucino , Pale apricot","Combination of rust, cream, pale peach, blush, greenery elements, soft pink ",,s3.amazonaws.com/appforest_uf/f1679026077467x924425746337594600/image.jpg,,Beige Dessert,Bridal Bouquet,1.0
"White , Ivory , Emerald green , Natural Green , Green","Smilax Greenery with roses, hydrangeas, ranunculus, Delphinium Elements.  Greenery Wrapped poles and Front Part greenery ",,s3.amazonaws.com/appforest_uf/f1679077931572x414220931334907200/image.jpg,,Greenery For The Ceremony Gazebo With Florals Around ,Arch,2.0
"White , Ivory , Ivory , Cream",Floral arranengment 5 ft long fro the stairs ,,s3.amazonaws.com/appforest_uf/f1679078932633x148980574464585570/image.jpg,,Floral Staircase,Aisle,0.0
Emerald green,Deep Green Bows accents for the chairs ,,s3.amazonaws.com/appforest_uf/f1679079011759x437879738231368640/image.jpg,,Ribbon Bow,Aisle Chairs,4.0
"Ivory , Ivory , Champagne",,,s3.amazonaws.com/appforest_uf/f1679079462293x866417957234944000/image.jpg,,Floral Piece ,Aisle,8.0
"Ivory , Ivory , beige , Cream",40 LED clear balls hanging from the tree ,,s3.amazonaws.com/appforest_uf/f1679079986883x289029445184913150/image.jpg,,LED Candles With Clear Balls ,Elevated,0.0
"White , Ivory , Champagne","Flowers chandelier for sure to catch an eye of every guest at your event. 
",,s3.amazonaws.com/appforest_uf/f1679082023050x106034450071991410/image.jpg,,Flowers And Greenery ,Tall Arrangement,3.0
"White , White , Ivory","White roses, orchids, greenery touches with black or white bracelet ",,s3.amazonaws.com/appforest_uf/f1679096906116x522986747832962370/image.jpg,,White Corsage With Bracelet ,Corsage,28.0
"White , Ivory , Ivory",White candle with lantern,,s3.amazonaws.com/appforest_uf/f1679097800331x796118421894555400/image.jpg,,White Lantern With Candle ,Aisle,0.0
"White , White",Phialanopsis orchids ,,s3.amazonaws.com/appforest_uf/f1679098060708x319130671172489500/image.jpg,,Orchids For Cake ,Wedding cake,0.0
"White , Ivory , Ivory",2 Bud vases with stems of orchids ,,s3.amazonaws.com/appforest_uf/f1679098309902x586269760841410000/image.jpg,,2 Bud Vases With Orchids ,Short Arrangement,0.0
"White , Ivory , White",White Kalalilies with floating candles and cylinder containers ,,s3.amazonaws.com/appforest_uf/f1679098611677x419233984679011200/image.jpg,,Set Of Tree Kalalilies Submerged ,Short Arrangement,4.0
"White , White , Light blue , Dusty Blue , Dusty Blue ",Hoop around the cake flowers decor ,,s3.amazonaws.com/appforest_uf/f1679267494775x547373495642176960/image.jpg,,Cake Flowers Hop ,Wedding cake,0.0
"Ivory , Ivory , Light Dusty blue , Dusty Blue ",White and blue hydrangeas with greenery and roses 3 centerpieces style ,,s3.amazonaws.com/appforest_uf/f1679267906332x638775183261115300/image.jpg,,Flower Arrangements For Sweetheart,Sweetheart Table,9.0
"White , White , Ivory","white roses, white orchids, white hydrangeas ",,s3.amazonaws.com/appforest_uf/f1679974757060x323407534480979700/image.jpg,,White Flowers Bridal ,Bridal Bouquet,1.0
"White , Ivory",Babies breath bouquets of flowers ,,s3.amazonaws.com/appforest_uf/f1679975658209x466190902076728300/image.jpg,,Babies Breath Aisle ,Aisle,12.0
"White , Ivory , Cream , Peach , Blush , Blush pink",Flowers with greenery design colorful elemenets chuppah structure 9/9 ,,s3.amazonaws.com/appforest_uf/f1680031366917x923168089741755500/image.jpg,,Chuppah Structure With Florals And Greenery ,Arch,0.0
"White , Ivory , Peach , Blush , Blush pink","colored orchids, red dahlias, red mums, pink mums, peach rose",,s3.amazonaws.com/appforest_uf/f1680037335659x222004559350182270/image.jpg,,Cascading Flowers ,Bridal Bouquet,0.0
Burgundy ,Red color mum boutoniere ,,s3.amazonaws.com/appforest_uf/f1680038683859x323990104488259140/image.jpg,,Red Mum Boutoniere ,Boutonnieres,0.0
"Dark Terracotta , Peach , Pink","Red roses,. red spray roses, red carnations. peach roses, peach and carmel carnations ",,s3.amazonaws.com/appforest_uf/f1680038896492x908533446009069700/image.jpg,,Bright Red Ombre Centerpiece ,Short Arrangement,0.0
"Burgundy  , Wine Red , Mauve ","red mums, roses, peach dahlias ",,s3.amazonaws.com/appforest_uf/f1680105683608x412909797766467800/image.jpg,,Cake Flowers ,Wedding cake,1.0
"Christmas Red , Burgundy  , Peach","Red flower arrangements with ombre effect, going from bright reds to muted peach colors 16 ft long runner ",,s3.amazonaws.com/appforest_uf/f1680105938946x688117277283145500/image.jpg,,Red Flowers Runner Transitioning To Nude ,Garland,0.0
,"Blue hydrangeas, Orange roses, Calalilies, bright blue delphinium",,s3.amazonaws.com/appforest_uf/f1680202546386x543767985794260350/image.jpg,,Colorful Centerpiece,Short Arrangement,1.0
"Champagne , Cream , Peach , Blush , Blush pink , Emerald green , Dark green , Natural Green",Bar Floor Piece,,s3.amazonaws.com/appforest_uf/f1680231599709x797471739914710400/image.jpg,,Bar Florals ,Short Arrangement,9.0
"Dark Terracotta , Chocolate , Milk Chocolate , Wine Red , Burgundy","Burgundy ranunculus, chocolate roses, spray roses, butterfly ranunculus, scabiosa, dahlias",,s3.amazonaws.com/appforest_uf/f1680457676869x647887822244515700/image.jpg,,Centerpiece ,Short Arrangement,5.0
"Dark Terracotta , Milk Chocolate , Burgundy  , Wine Red","Grapes, ranunculus, orchids, dahlias, amaranths, roses, kalalilies",,s3.amazonaws.com/appforest_uf/f1680458243808x537468960191377600/image.jpg,,Burgundy With Touches Of Grapes Centerpieces ,Short Arrangement,0.0
"White , Ivory , Blush","Roses, ranunculus, anemone touches, tulips, spray roses",,s3.amazonaws.com/appforest_uf/f1680659026810x275136835335704450/image.jpg,,Light Brunch ,Short Arrangement,0.0
"Orange , Mustard Yellow , Apricot","White chiffon drapes, floral arrangements on top part ",,s3.amazonaws.com/appforest_uf/f1680809055071x288570248442614000/image.jpg,,Arch Flowers Decor ,Arch,1.0
"Raspberry Pink  , Fucsia",ceramic vases with buganvellias and colorful fuchsia flowers ,,s3.amazonaws.com/appforest_uf/f1680809577123x530131299129254850/image.jpg,,Ceramic Vases With Buganvellias And Colorful Fuchsia Flowers ,Short Arrangement,0.0
"Raspberry Pink  , Fucsia",Floral half moon arch with colorful bouganvelias flowers,,s3.amazonaws.com/appforest_uf/f1680809817110x177604013032124580/image.jpg,,Entry Arch With Buganvelias,Arch,0.0
,Short arrangements of colorful flowers in a white ceramic pot ,,s3.amazonaws.com/appforest_uf/f1680810057938x873107628924456200/image.jpg,,Ceramic Pots With Colorful Florals ,Short Arrangement,0.0
"Ivory , Ivory , Blush pink",3 Bud vases with flowers and greenery ,,s3.amazonaws.com/appforest_uf/f1681156898603x320007070055437400/image.jpg,,Set Of 3 Budvases ,Short Arrangement,3.0
,"Short arrangement in a 6 inch tall vase can be gold or cement with ivory and blush colors with purple as a splash of colors - dahlias, veronicas, ranunculus, roses, greenery ",,s3.amazonaws.com/appforest_uf/f1681157107111x636281141223620200/image.jpg,,Purple And Blush ,Short Arrangement,3.0
"Blush , Coral pink","Ranunculus, roses, lisianthus, babies eucalyptus in a small ceramic vase",,s3.amazonaws.com/appforest_uf/f1681158749303x147953357475356000/image.jpg,,Small Bar Arrangement ,Short Arrangement,2.0
"Ivory , Ivory , Peach , Blush , Blush pink","Garden roses, ranunculus, poppies, butterfly ranunculus, peony, ivy, spray roses",,s3.amazonaws.com/appforest_uf/f1681236716834x544964067796219500/image.jpg,,Pink And Airy ,Short Arrangement,2.0
"Champagne , Pale Pink , Pink peach , Blush Pink 2 , Bright blush pink","Bright and colorful flowers in 10 inch disco ball: poppies, garden roses, peonies, ranunculus, protea, greenery, butterfly ranunculus, roses, spray roses. ",,s3.amazonaws.com/appforest_uf/f1681237716419x697436010122576500/image.jpg,,Disco Flower Ball With Flowers ,Short Arrangement,0.0
"Peach , Peach , Navy Blue","Blue delphinium, orange spray rose, peach ranunculus ",,s3.amazonaws.com/appforest_uf/f1681274368151x606036487087160600/image.jpg,,Blue And Orange Wristlet Corsage ,Corsage,4.0
"Orange , Peach , Navy Blue , Dark dusty blue","Chuppah structure with floral clusters - design - ranunculus, spray roses, hydrangeas ",,s3.amazonaws.com/appforest_uf/f1681274551049x494348876802850750/image.jpg,,Flower Chuppah ,Arch,1.0
White,Napkin Flower featuring a wedding color and style with a type of flower used at the wedding,,s3.amazonaws.com/appforest_uf/f1681278058941x148593268467644770/image.jpg,,Napkin Flowers ,Short Arrangement,0.0
"Blush , Lavender  , Lavender","Ocean song roses, white spray rose, white babies breath, lavender, seeded eucalyptus ",,s3.amazonaws.com/appforest_uf/f1681410311434x147191097265469540/image.jpg,,Lilac Boutonnière ,Boutonnieres,1.0
"Blush , Blush pink , Blush , Lavender  , Lavender","Lavender Roses, Blush roses, Italian ruscus, Spray roses, Ocean Song, Italian Pit. ",,s3.amazonaws.com/appforest_uf/f1681410733819x239218012016555440/image.jpg,,2 Pillars  Created An Arch ,Arch,5.0
Lavender ,Flower for Cupcake ,,s3.amazonaws.com/appforest_uf/f1681411919799x915326438096122400/image.jpg,,Flower For Cupcake,Wedding cake,0.0
"Cream , Oatmeal , Peach",Arch rent ,,chiclu1.cdn.bubble.io/f1681933234186x184285911347490180/image.jpg,,Glden Arch ,Arch,3.0
"White , Ivory , Ivory",White rose with eucalyptus guni and white mini flower accents ,,chiclu1.cdn.bubble.io/f1681934713814x184033025832402780/image.jpg,,White Rose With Touch Of Greenery ,Boutonnieres,74.0
"White , Ivory , Ivory","White garden roses, white dahlias, cosmos, ranunculus, peonies, lisianthus, eucalyptus touches ",,chiclu1.cdn.bubble.io/f1682040887689x604451487987295700/image.jpg,,White Textured Classic Bouquet ,Bridal Bouquet,3.0
"White , White , Ivory","White Kalalilies, roses, with pearls. ",,chiclu1.cdn.bubble.io/f1682044424453x620982002225103400/image.jpg,,White Kalalilies  and Roses Bouquet ,Bridal Bouquet,2.0
,Pink Chiffon with Ivory chiffon wooden chuppah 8ft/8ft with floral accents on top ,,chiclu1.cdn.bubble.io/f1682044493772x558820471487149200/image.jpg,,Pink And Ivory ,Arch,0.0
,,"Yellow Butter Cup Dahlias  , Fuchsia Ranunculus  , Blush Ranunculus  , Yellow Ranunculus  , Yellow Butter Cup Dahlias  , Yellow ",,,,,0.0
"Ivory , Peach , Blush , Light Dusty blue","Florals around the Cake - blush ranunculus, sweet peas, garden roses, peach ranunculus touches, baby blue  floral details ",,chiclu1.cdn.bubble.io/f1682189536963x789791794599193900/image.jpg,,Cake Circle ,Wedding cake,1.0
,,,chiclu1.cdn.bubble.io/f1682201876747x330552376769008840/centerpiece%202.jpg,,Blush and Creams Flowers,Short Arrangement,0.0
"Champagne , Fucsia , Pale green , Sage , Purple","Peonies, garden roses, tweedia, anemone, roses, greenery touches ",,chiclu1.cdn.bubble.io/f1682359628706x496938662160758100/image.jpg,,Jewel Tones Bridal Bouquet ,Bridal Bouquet,1.0
"Blush , dusty pink  , Fucsia , Orange , Green , Natural Green","Jewel tones flowers - anemones, roses, dahlias, ranunculus, tweedia, blue thistle, iris, greenery accents ",,chiclu1.cdn.bubble.io/f1682360369845x861369240973193000/image.jpg,,Arch Flower Arrangement ,Arch,0.0
Navy Blue,"Anemones, hydrangeas, greenery elements, lavender and orange accents. ",,chiclu1.cdn.bubble.io/f1682360557278x153936634776747230/image.jpg,,Bright Compote ,Short Arrangement,0.0
White,"Garden roses, orchids, babies breath, peonies",,chiclu1.cdn.bubble.io/f1682367032082x655408604746674000/image.jpg,,Cascading Bridal Bouquet With Babies Breath ,Bridal Bouquet,1.0
White,Assorted blooms bud vase ,,chiclu1.cdn.bubble.io/f1682369802503x879090216786564000/image.jpg,,Bud Vase With Flowers ,Short Arrangement,0.0
"Natural Green , Green",Leaf Lei for tropical ceremonies ,,chiclu1.cdn.bubble.io/f1682370827934x864965869893091600/image.jpg,,Leaf Lei,Boutonnieres,0.0
